Open time,Open,High,Low,Close,Volume
2023-03-10 12:00:00,1.730000,1.774000,1.630100,1.694300,14297002.1
2023-03-10 16:00:00,1.694400,1.906800,1.681200,1.862800,18197183.0
2023-03-10 20:00:00,1.863000,2.265500,1.800000,2.118600,24045896.6
2023-03-11 00:00:00,2.120000,2.291400,2.068600,2.155100,44429491.1
2023-03-11 04:00:00,2.155100,2.380000,1.751800,1.843000,54986478.8
2023-03-11 08:00:00,1.843000,2.130000,1.764900,2.026800,48626955.9
2023-03-11 12:00:00,2.026100,2.065100,1.910200,1.947500,26383219.7
2023-03-11 16:00:00,1.947200,2.102600,1.828700,2.008600,34593697.3
2023-03-11 20:00:00,2.008300,2.170000,1.990000,2.112900,23763185.5
2023-03-12 00:00:00,2.112800,2.199900,1.998100,2.183700,20589798.9
2023-03-12 04:00:00,2.183700,2.223000,2.085900,2.098000,20827525.2
2023-03-12 08:00:00,2.098000,2.180000,2.067000,2.144500,27012275.0
2023-03-12 12:00:00,2.144600,2.146200,1.998500,2.060900,30250070.8
2023-03-12 16:00:00,2.060800,2.141000,1.947700,2.007000,34357067.0
2023-03-12 20:00:00,2.007000,2.170000,2.006300,2.154900,14768784.3
2023-03-13 00:00:00,2.156100,2.321000,2.023000,2.204500,24651533.0
2023-03-13 04:00:00,2.204600,2.450000,2.159600,2.433900,26003039.5
2023-03-13 08:00:00,2.432100,2.589000,2.320000,2.485800,40539922.4
2023-03-13 12:00:00,2.487500,2.870000,2.473700,2.694200,57869937.2
2023-03-13 16:00:00,2.694100,2.977000,2.671000,2.745400,37546369.2
2023-03-13 20:00:00,2.745200,2.789000,2.577700,2.704100,19857464.9
2023-03-14 00:00:00,2.704300,3.278000,2.627700,3.226700,47410493.7
2023-03-14 04:00:00,3.226700,3.363000,3.009000,3.053300,36744791.8
2023-03-14 08:00:00,3.051500,3.150000,2.966900,3.087300,27109607.9
2023-03-14 12:00:00,3.088800,3.865900,3.025000,3.534200,71802821.0
2023-03-14 16:00:00,3.534200,3.580600,2.902000,3.077400,34218937.8
2023-03-14 20:00:00,3.076600,3.077300,2.721800,2.967900,37712043.0
2023-03-15 00:00:00,2.967900,3.190000,2.909200,2.969000,18045708.1
2023-03-15 04:00:00,2.969000,3.330000,2.932200,3.206900,25161002.9
2023-03-15 08:00:00,3.207700,3.209600,2.770900,2.935300,19947766.4
2023-03-15 12:00:00,2.935500,2.981000,2.534200,2.644100,28431309.4
2023-03-15 16:00:00,2.644200,2.840000,2.502000,2.716900,32723443.6
2023-03-15 20:00:00,2.716900,2.884700,2.686800,2.750300,12771245.5
2023-03-16 00:00:00,2.750300,2.850000,2.543400,2.781400,18166678.9
2023-03-16 04:00:00,2.781200,2.972600,2.655700,2.942200,17740008.9
2023-03-16 08:00:00,2.943200,3.055000,2.800100,2.937700,23468130.8
2023-03-16 12:00:00,2.938400,2.942700,2.580000,2.690300,37101438.0
2023-03-16 16:00:00,2.692000,2.780000,2.602100,2.763100,13364528.7
2023-03-16 20:00:00,2.763100,2.794400,2.699000,2.734500,8030927.2
2023-03-17 00:00:00,2.734400,2.920000,2.636200,2.908700,15315229.8
2023-03-17 04:00:00,2.908700,2.908700,2.786000,2.818700,9107739.0
2023-03-17 08:00:00,2.818400,2.944000,2.753000,2.888600,12832813.7
2023-03-17 12:00:00,2.888600,2.891100,2.595100,2.618600,18806497.1
2023-03-17 16:00:00,2.618200,2.741900,2.560600,2.725600,11244984.8
2023-03-17 20:00:00,2.725800,2.879600,2.715400,2.861700,10945831.5
2023-03-18 00:00:00,2.861600,2.961000,2.771300,2.879200,15218105.1
2023-03-18 04:00:00,2.879100,3.000000,2.828200,2.829300,12944565.3
2023-03-18 08:00:00,2.829200,2.911400,2.723100,2.882900,10646285.5
2023-03-18 12:00:00,2.881900,2.963500,2.665200,2.706400,16916758.6
2023-03-18 16:00:00,2.706900,2.747200,2.600000,2.659200,10660942.4
2023-03-18 20:00:00,2.659300,2.711400,2.459400,2.491800,9341351.0
2023-03-19 00:00:00,2.491400,2.599100,2.485500,2.593800,9428338.5
2023-03-19 04:00:00,2.593900,2.641700,2.475000,2.500000,10774148.4
2023-03-19 08:00:00,2.499700,2.544500,2.400000,2.488000,11267635.7
2023-03-19 12:00:00,2.487900,2.570000,2.420000,2.501500,12535047.9
2023-03-19 16:00:00,2.501500,2.632700,2.484000,2.522000,13636893.2
2023-03-19 20:00:00,2.522100,2.538700,2.353500,2.389200,10312864.3
2023-03-20 00:00:00,2.389000,2.428700,2.231400,2.273200,11175889.8
2023-03-20 04:00:00,2.273200,2.361400,2.250000,2.361400,7818097.3
2023-03-20 08:00:00,2.361500,2.370300,2.183500,2.243300,11382527.4
2023-03-20 12:00:00,2.242500,2.310000,2.190900,2.273800,11226043.1
2023-03-20 16:00:00,2.274400,2.359500,2.130300,2.229700,14337952.4
2023-03-20 20:00:00,2.229700,2.246300,2.159700,2.213000,6658437.8
2023-03-21 00:00:00,2.213100,2.322900,2.190000,2.306700,8142196.3
2023-03-21 04:00:00,2.306800,2.414200,2.263600,2.404500,16466496.6
2023-03-21 08:00:00,2.404000,2.489900,2.321300,2.472200,24888548.9
2023-03-21 12:00:00,2.471200,2.471200,2.326200,2.341900,18104437.2
2023-03-21 16:00:00,2.341300,2.394000,2.266000,2.284000,8644614.7
2023-03-21 20:00:00,2.284700,2.389900,2.284500,2.372100,6122165.2
2023-03-22 00:00:00,2.370900,2.464800,2.327300,2.420500,9671287.6
2023-03-22 04:00:00,2.420400,2.423100,2.311300,2.319300,5580609.3
2023-03-22 08:00:00,2.319200,2.328200,2.261200,2.273100,7051277.6
2023-03-22 12:00:00,2.272900,2.298100,2.209000,2.225700,8410349.5
2023-03-22 16:00:00,2.225600,2.263600,2.095000,2.147100,11595104.1
2023-03-22 20:00:00,2.146400,2.221000,2.138900,2.190600,5384541.9
2023-03-23 00:00:00,2.190700,2.238800,2.140100,2.198700,5223810.0
2023-03-23 04:00:00,2.198300,2.271600,2.190300,2.251000,4726695.7
2023-03-23 08:00:00,2.251100,2.296800,2.210800,2.238500,4874231.9
2023-03-23 12:00:00,2.238800,2.268700,2.081800,2.181600,10482844.2
2023-03-23 16:00:00,2.182200,2.213500,2.114400,2.167200,7510954.8
2023-03-23 20:00:00,2.166600,2.295000,2.133200,2.264500,8856585.1
2023-03-24 00:00:00,2.265400,2.381400,2.263500,2.322100,6895139.2
2023-03-24 04:00:00,2.322200,2.405000,2.305300,2.310900,7103377.2
2023-03-24 08:00:00,2.311000,2.404600,2.174400,2.226400,10500470.9
2023-03-24 12:00:00,2.225800,2.272400,2.170000,2.193800,6457627.5
2023-03-24 16:00:00,2.194200,2.229600,2.121000,2.171900,6191064.2
2023-03-24 20:00:00,2.171700,2.190000,2.086600,2.144100,5209336.8
2023-03-25 00:00:00,2.144400,2.234800,2.144000,2.186900,4745735.5
2023-03-25 04:00:00,2.187700,2.203300,2.150100,2.164300,2373402.9
2023-03-25 08:00:00,2.164200,2.171600,2.091000,2.120800,3736674.6
2023-03-25 12:00:00,2.121000,2.178900,2.101200,2.149800,4388298.8
2023-03-25 16:00:00,2.150100,2.159500,2.003100,2.032800,6402137.5
2023-03-25 20:00:00,2.032400,2.092100,2.023500,2.072000,3235500.4
2023-03-26 00:00:00,2.071900,2.082100,2.038100,2.078100,2990583.1
2023-03-26 04:00:00,2.078100,2.102200,2.059300,2.090800,2337873.2
2023-03-26 08:00:00,2.090900,2.119900,2.065600,2.092900,4303493.5
2023-03-26 12:00:00,2.093900,2.146000,2.080000,2.098000,4291475.8
2023-03-26 16:00:00,2.097900,2.107200,2.056300,2.067000,2234534.2
2023-03-26 20:00:00,2.067300,2.146600,2.033400,2.128100,3749118.4
2023-03-27 00:00:00,2.127700,2.150100,2.068000,2.079200,3421800.5
2023-03-27 04:00:00,2.079900,2.100200,2.038600,2.062100,3082009.9
2023-03-27 08:00:00,2.061700,2.099700,2.048000,2.093900,2860995.8
2023-03-27 12:00:00,2.093800,2.264400,2.077600,2.230600,39081057.4
2023-03-27 16:00:00,2.230900,2.320000,2.200000,2.218200,36516241.3
2023-03-27 20:00:00,2.218000,2.259600,2.163800,2.245800,14794890.7
2023-03-28 00:00:00,2.245800,2.296600,2.170000,2.196700,18690930.8
2023-03-28 04:00:00,2.196600,2.224400,2.120000,2.152200,12301085.1
2023-03-28 08:00:00,2.152100,2.152300,2.056300,2.089800,11641989.2
2023-03-28 12:00:00,2.089800,2.104900,2.005000,2.074200,14372798.1
2023-03-28 16:00:00,2.074100,2.161500,2.049700,2.148300,8971529.7
