Open time,Open,High,Low,Close,Volume
2024-08-15 00:00:00,43.5000000,46.7480000,42.3820000,44.9790000,183109.2
2024-08-15 04:00:00,44.9790000,48.1490000,44.2510000,45.7510000,757887.8
2024-08-15 08:00:00,45.7290000,46.4090000,43.2220000,44.4280000,487460.1
2024-08-15 12:00:00,44.4080000,46.4620000,43.5190000,45.6270000,369881.4
2024-08-15 16:00:00,45.6220000,46.0480000,43.5330000,44.8680000,358208.1
2024-08-15 20:00:00,44.8900000,44.9900000,42.0000000,42.3500000,243000.8
2024-08-16 00:00:00,42.3470000,44.1660000,42.1850000,42.6360000,190852.3
2024-08-16 04:00:00,42.6390000,44.2670000,42.4710000,42.9290000,188716.8
2024-08-16 08:00:00,42.9510000,46.8170000,42.8080000,46.5000000,399884.2
2024-08-16 12:00:00,46.5100000,48.3600000,44.5150000,45.0280000,1056024.4
2024-08-16 16:00:00,45.0530000,47.2280000,44.2650000,46.7180000,361606.6
2024-08-16 20:00:00,46.7250000,50.8550000,45.8620000,49.5530000,416813.4
2024-08-17 00:00:00,49.5550000,51.2000000,46.8330000,47.2950000,642865.3
2024-08-17 04:00:00,47.3020000,49.2450000,46.5680000,48.4230000,479171.2
2024-08-17 08:00:00,48.4230000,62.3640000,48.4180000,59.8880000,2534368.7
2024-08-17 12:00:00,59.9100000,63.5400000,57.0260000,57.6070000,1687248.9
2024-08-17 16:00:00,57.6060000,57.7950000,53.5210000,55.2110000,923280.0
2024-08-17 20:00:00,55.1970000,56.9540000,54.4100000,55.8720000,339175.4
2024-08-18 00:00:00,55.8700000,56.3130000,52.6440000,53.8540000,533687.4
2024-08-18 04:00:00,53.8580000,59.1000000,52.8360000,58.6420000,940366.3
2024-08-18 08:00:00,58.6420000,60.2690000,53.4190000,54.4330000,1077948.7
2024-08-18 12:00:00,54.4150000,54.4430000,52.0260000,53.5340000,529598.0
2024-08-18 16:00:00,53.5310000,54.8540000,53.1760000,53.4840000,296918.4
2024-08-18 20:00:00,53.4900000,53.9750000,51.4290000,51.6250000,248291.5
2024-08-19 00:00:00,51.6250000,53.8370000,51.4780000,51.8380000,339355.3
2024-08-19 04:00:00,51.8380000,53.3840000,50.3000000,51.6640000,344094.4
2024-08-19 08:00:00,51.6690000,53.0440000,49.5000000,50.8160000,349882.7
2024-08-19 12:00:00,50.8040000,51.2610000,48.6100000,49.2840000,309968.3
2024-08-19 16:00:00,49.2840000,50.1100000,48.7100000,49.1420000,168136.3
2024-08-19 20:00:00,49.1660000,51.7550000,49.1060000,50.9940000,168115.0
2024-08-20 00:00:00,50.9980000,51.8880000,49.7350000,50.0020000,194905.6
2024-08-20 04:00:00,49.9990000,52.8650000,49.6000000,51.4480000,227313.9
2024-08-20 08:00:00,51.4500000,51.4600000,49.1110000,49.8200000,242698.2
2024-08-20 12:00:00,49.8150000,50.4890000,48.3070000,49.0660000,237340.9
2024-08-20 16:00:00,49.0620000,50.3990000,48.6740000,49.1710000,160003.6
2024-08-20 20:00:00,49.1730000,49.6230000,48.3810000,48.4330000,88430.3
2024-08-21 00:00:00,48.4350000,48.8000000,47.4250000,48.2260000,163305.4
2024-08-21 04:00:00,48.2300000,49.6160000,48.0080000,48.9840000,173430.5
2024-08-21 08:00:00,48.9780000,49.5630000,43.4490000,46.1900000,591465.1
2024-08-21 12:00:00,46.1590000,47.0000000,45.2870000,46.0660000,303960.5
2024-08-21 16:00:00,46.0640000,47.1270000,45.9000000,47.0500000,127421.3
2024-08-21 20:00:00,47.0660000,47.3790000,46.5710000,46.8120000,101907.7
2024-08-22 00:00:00,46.8110000,47.1670000,45.2800000,46.5340000,177412.5
2024-08-22 04:00:00,46.5280000,48.8460000,46.4380000,47.6620000,276375.7
2024-08-22 08:00:00,47.6620000,47.7860000,46.1830000,46.6740000,187417.4
2024-08-22 12:00:00,46.6760000,47.1640000,45.3210000,45.9170000,183107.0
2024-08-22 16:00:00,45.9100000,46.4860000,45.7000000,46.0020000,92649.7
2024-08-22 20:00:00,46.0120000,46.7270000,45.8970000,46.7260000,54797.6
2024-08-23 00:00:00,46.7130000,47.7290000,46.2900000,46.4540000,129198.5
2024-08-23 04:00:00,46.4490000,46.9330000,46.0000000,46.3030000,83186.2
2024-08-23 08:00:00,46.2880000,46.7450000,45.6030000,45.6640000,83811.6
2024-08-23 12:00:00,45.6650000,47.9700000,45.6540000,47.3060000,186386.8
2024-08-23 16:00:00,47.3050000,49.3250000,47.1130000,48.9540000,176507.6
2024-08-23 20:00:00,48.9720000,51.1020000,48.9510000,51.0270000,146412.7
2024-08-24 00:00:00,51.0310000,51.0460000,49.1640000,49.3080000,119759.1
2024-08-24 04:00:00,49.3080000,53.0470000,49.1100000,51.2790000,238602.0
2024-08-24 08:00:00,51.2830000,51.4880000,50.2580000,50.5020000,119151.8
2024-08-24 12:00:00,50.5100000,51.6410000,50.4950000,50.5310000,101287.4
2024-08-24 16:00:00,50.5310000,52.3980000,50.3040000,51.5450000,124495.8
2024-08-24 20:00:00,51.5590000,52.0640000,48.0200000,49.1680000,191390.9
2024-08-25 00:00:00,49.1630000,49.2460000,47.0070000,47.6680000,162470.0
2024-08-25 04:00:00,47.6600000,47.7300000,44.2300000,44.9420000,302591.9
2024-08-25 08:00:00,44.9370000,45.9790000,44.5010000,45.2740000,215644.0
2024-08-25 12:00:00,45.2690000,46.4000000,44.3900000,45.7800000,254745.5
2024-08-25 16:00:00,45.7660000,46.3700000,44.8360000,45.5180000,151603.6
2024-08-25 20:00:00,45.5200000,46.3630000,45.2380000,45.2900000,140993.7
2024-08-26 00:00:00,45.2890000,45.9810000,44.6500000,45.8860000,127982.0
2024-08-26 04:00:00,45.8900000,46.3120000,44.6000000,44.9720000,133054.6
2024-08-26 08:00:00,44.9710000,47.0000000,44.9390000,45.7420000,225949.6
2024-08-26 12:00:00,45.7550000,46.1650000,43.7400000,44.4800000,259102.6
2024-08-26 16:00:00,44.4710000,44.6000000,42.3970000,42.8830000,177672.5
2024-08-26 20:00:00,42.8820000,43.1680000,42.3450000,42.5290000,65886.5
2024-08-27 00:00:00,42.5240000,44.0710000,42.4980000,43.8250000,87659.0
2024-08-27 04:00:00,43.8180000,44.0330000,42.8560000,43.0460000,74164.4
2024-08-27 08:00:00,43.0730000,43.1590000,40.1700000,40.4550000,276244.4
2024-08-27 12:00:00,40.4420000,41.3430000,40.0110000,41.0460000,138420.0
2024-08-27 16:00:00,41.0330000,41.9350000,40.6680000,41.7010000,104555.6
2024-08-27 20:00:00,41.6920000,41.6920000,38.1260000,39.9490000,227758.3
2024-08-28 00:00:00,39.9530000,40.5270000,39.4240000,40.0580000,96368.7
2024-08-28 04:00:00,40.0460000,40.1270000,38.6830000,38.7460000,75926.3
2024-08-28 08:00:00,38.7580000,42.6590000,38.4780000,41.8550000,227030.5
2024-08-28 12:00:00,41.8560000,43.1330000,40.3410000,40.6980000,273892.3
2024-08-28 16:00:00,40.6900000,41.2560000,38.8340000,40.1470000,158699.5
2024-08-28 20:00:00,40.1490000,41.0860000,39.8030000,40.5430000,53875.5
2024-08-29 00:00:00,40.5430000,41.7370000,40.3330000,41.7100000,75482.6
2024-08-29 04:00:00,41.7100000,42.6760000,40.9740000,41.9860000,136830.4
2024-08-29 08:00:00,41.9970000,42.9350000,41.4570000,42.5210000,102231.0
2024-08-29 12:00:00,42.5190000,44.7900000,42.0880000,44.0840000,289531.3
2024-08-29 16:00:00,44.0980000,44.5000000,41.1740000,41.9760000,238499.1
2024-08-29 20:00:00,41.9680000,42.4220000,41.2620000,41.7820000,68765.5
2024-08-30 00:00:00,41.7680000,42.1200000,40.7040000,41.1910000,74627.9
2024-08-30 04:00:00,41.1910000,42.4580000,41.0700000,41.6880000,87472.3
2024-08-30 08:00:00,41.6910000,41.9530000,41.0010000,41.0880000,59781.6
2024-08-30 12:00:00,41.0780000,41.7090000,38.6530000,38.8490000,151640.8
2024-08-30 16:00:00,38.8490000,40.8790000,38.1980000,39.9520000,131655.6
2024-08-30 20:00:00,39.9750000,40.6910000,39.9150000,40.6040000,35141.5
2024-08-31 00:00:00,40.6080000,40.6080000,39.8170000,39.9330000,42007.5
